,ref_id,userId,id,title,price,type,sq_feet,availability,avdate,location,thumb,thumb2,slide,link,latitude,longitude,marker,address,address_hidden,city,province,intro,community,quadrant,phone,phone_2,preferred_contact,website,email,smoking,lease_term,garage_size,status,book_tour,v,s,f,bedrooms,den,baths,cats,dogs,utilities_included,features
47,592597,2126659,592597,77 Davisville,1775 - 3375,Apartment,"556, 459, 547, 690, 555, 976, 419, 1052, 560, 427, 708, 1012, 580, 569",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/592597/thumber_11146878.v.4a40ff129fa8859ebc6d58b20125153f.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/592597/thumber_11146878.v.4a40ff129fa8859ebc6d58b20125153f.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/592597/slide_11146878.v.4a40ff129fa8859ebc6d58b20125153f.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/592597,43.698484600000,-79.393925100000,3453600014f1a1e6151833e56373b249,77 Davisville,False,Toronto,Ontario,77 Davisville,,,2892168742,8446204527,Phone||Text||Email,https://rent.brookfieldproperties.com/property/77-davis/,1,,Long Term,underground,active,,3,RSYNC,0,studio - 2,No,1 - 2,True,True,False,"['Hardwood Floors', 'Microwave', 'Fridge', 'Balcony']"
0,400658,1123738,400658,345 Lonsdale Road,2200,Apartment,,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/400658/thumber_11514655.v.635a8f64473fc055c6b680599c9b6008.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/400658/thumber_11514655.v.635a8f64473fc055c6b680599c9b6008.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/400658/slide_11514655.v.635a8f64473fc055c6b680599c9b6008.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/400658,43.688129000000,-79.414062000000,0c27cfe9911f430ab9994ddfb2900e84,345 Lonsdale Road,False,Toronto,Ontario,345 Lonsdale Road,,,3656542014,,Phone||Text||Email,https://search.imperraresidential.ca/properties/345-lonsdale,1,Non-Smoking,Long Term,"covered, underground",active,,3,RSYNC,0,1,No,1,True,True,"['Heat', 'Water']","['Elevator', 'Laundry - Shared', 'Storage Lockers', 'Fridge']"
1,428432,179035,428432,Pivot at Yonge and Sheppard,2212 - 3484,Apartment,"920, 571, 559, 508, 566, 533, 978",Immediate,"Immediate, January 07, December 07",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/428432/thumber_6396559.v.9e76e6bd0522fbfd4995a8f08c1666d6.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/428432/thumber_6396559.v.9e76e6bd0522fbfd4995a8f08c1666d6.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/428432/slide_6396559.v.9e76e6bd0522fbfd4995a8f08c1666d6.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/428432,43.763583100000,-79.409513200000,bcc442526969fbcba7c8f2ea2a62eeb7,35 Greenfield Ave.,False,Toronto,Ontario,35 Greenfield Ave.,,,3656546629,,Phone||Text||Email,http://www.livingatpivot.com/,1,Non-Smoking,Long Term,underground,active,,3,RSYNC,0,1 - 2,No,1 - 2,True,True,False,"['Laundry - In Suite', 'Balcony', 'Window Coverings', 'Dishwasher']"
2,477950,42974,477950,Alpine Apartments,2295 - 2850,Apartment,"860, 673",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/477950/thumber_8936801.v.ec7e2c78e48a652b65958912415edd6d.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/477950/thumber_8936801.v.ec7e2c78e48a652b65958912415edd6d.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/477950/slide_8936801.v.ec7e2c78e48a652b65958912415edd6d.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/477950,43.796648000000,-79.426377000000,7cafe140a9fa486f324b84cb49b3784f,5 Tangreen Court,False,Toronto,Ontario,5 Tangreen Court,,,2898143238,,Phone||Text||Email,https://www.capreit.ca/apartments-for-rent/toronto-on/alpine-apartments/,1,Non-Smoking,Long Term,"underground, outdoor",active,,3,RSYNC,0,1 - 2,No,1,True,True,"['Heat', 'Water']","['Elevator', 'Laundry - Shared', 'Storage Lockers', 'Fridge']"
3,577737,1156676,577737,North York Rentals,2245 - 2948,Apartment,"785, 786, 799, 709, 662, 929, 939, 707",Immediate,"Immediate, December 31, January 31",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/577737/thumber_11134409.v.5619e1b9ad8c4f1ad988b324583ebe86.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/577737/thumber_11134409.v.5619e1b9ad8c4f1ad988b324583ebe86.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/577737/slide_11134409.v.5619e1b9ad8c4f1ad988b324583ebe86.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/577737,43.744389000000,-79.488838000000,7de0cef1f31a65b2b4781537371adba9,1450 Sheppard Avenue West,False,Toronto,Ontario,1450 Sheppard Avenue West,,,2264075019,2264075019,Phone||Text||Email,https://www.cogir.net/en/residential-building-north-york/3751-1450_sheppard-ave-w.html?utm_source=RentSync&utm_medium=Rentals.ca%20Infinity%20Network&utm_campaign=1450%20Sheppard%20Avenue%20West,1,,Long Term,,active,,3,RSYNC,0,1 - 2,No,1,True,False,['Heat'],
4,500048,1156676,500048,608 Church Street,2090 - 2145,Apartment,"307, 306, 340",Immediate,"Immediate, December 31, January 31",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/500048/thumber_10948032.v.6b43409a2c3b854a843c2bfed3a7144b.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/500048/thumber_10948032.v.6b43409a2c3b854a843c2bfed3a7144b.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/500048/slide_10948032.v.6b43409a2c3b854a843c2bfed3a7144b.jpg,/on/toronto/rentals/apartment/studio/pet-friendly/500048,43.668038300000,-79.382082200000,4a3b6fd30a099082bdcfee690bcd49ca,608 Church Street,False,Toronto,Ontario,608 Church Street,,,6476992771,,Phone||Text||Email,https://www.cogir.net/en/residential-building-toronto/2543-608_church-street.html?utm_source=RentSync&utm_medium=Rentals.ca%20Infinity%20Network&utm_campaign=608%20Church%20Street,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,studio,No,1,True,True,False,"['Laundry - Shared', 'Fridge', 'City views', 'Microwave']"
5,509310,1156676,509310,161 St George Street,2195 - 2460,Apartment,"397, 395, 617, 373",Immediate,"Immediate, January 03, January 31",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/509310/thumber_11255378.v.955027857f07d8d9c7328b9d70959b9b.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/509310/thumber_11255378.v.955027857f07d8d9c7328b9d70959b9b.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/509310/slide_11255378.v.955027857f07d8d9c7328b9d70959b9b.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/509310,43.670338000000,-79.400419700000,09c935f60c7d091dbc173deea08f1d24,161 St George Street,False,Toronto,Ontario,161 St George Street,,,6476964892,,Phone||Text||Email,https://www.cogir.net/en/residential-building-toronto/2545-161_st-george-street.html?utm_source=RentSync&utm_medium=Rentals.ca%20Infinity%20Network&utm_campaign=161%20St%20George%20Street,1,,Long Term,,active,,3,RSYNC,0,studio - 1,No,1,True,True,"['Heat', 'Water']",
6,432906,455305,432906,Landmark Apartments,2625,Apartment,770,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/432906/thumber_10993352.v.b161d57b7958c70beea3a07f76d0add8.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/432906/thumber_10993352.v.b161d57b7958c70beea3a07f76d0add8.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/432906/slide_10993352.v.b161d57b7958c70beea3a07f76d0add8.jpg,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/432906,43.612425500000,-79.488146700000,b21c8acef6314a719d994b7198e7e96d,2493 Lakeshore Boulevard West,False,Toronto,Ontario,2493 Lakeshore Boulevard West,,,2898046071,,Phone||Text||Email,https://www.homestead.ca/apartments/2493-lakeshore-boulevard-west-etobicoke?utm_source=RentSync&utm_medium=Rentals.ca%20Infinity%20Network&utm_campaign=Landmark%20Apartments,1,Non-Smoking,Long Term,"outdoor, covered",active,,3,RSYNC,0,2,No,1,True,True,"['Heat', 'Water']","['Elevator', 'Laundry - Shared', 'Fridge', 'Oven/Stove']"
7,534239,1863869,534239,333 Sidney Belsey,1708 - 1708,Apartment,650,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/534239/thumber_11108310.v.e1fd7ea546d092395af0a19b20b99c7f.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/534239/thumber_11108310.v.e1fd7ea546d092395af0a19b20b99c7f.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/534239/slide_11108310.v.e1fd7ea546d092395af0a19b20b99c7f.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/534239,43.691541800000,-79.509008200000,f70dad23f9c6ba22d782117a949d234f,333 Sidney Belsey Crescent,False,Toronto,Ontario,333 Sidney Belsey Crescent,,,3656542320,,Phone||Text||Email,https://rent.akelius.com/en/search/canada/apartment/toronto,1,,Long Term,"outdoor, covered",active,,3,RSYNC,0,1 - 1,No,1,True,True,"['Heat', 'Water']","['Elevator', 'Laundry - Shared', 'Fridge', 'Oven/Stove']"
8,538406,1863869,538406,95 Jameson Avenue,2000 - 2365,Apartment,"745, 514, 679",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/538406/thumber_11317409.v.cbc6a5d9fdb37b8a7d3701522884e4b1.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/538406/thumber_11317409.v.cbc6a5d9fdb37b8a7d3701522884e4b1.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/538406/slide_11317409.v.cbc6a5d9fdb37b8a7d3701522884e4b1.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/538406,43.635363900000,-79.434900200000,7eff0ed2355be935acbf1ba761cf7a34,95 Jameson Avenue,False,Toronto,Ontario,95 Jameson Avenue,,,3656542830,,Phone||Text||Email,https://rent.akelius.com/en/search/canada/apartment/toronto,1,,Long Term,covered,active,,3,RSYNC,0,1 - 2,No,1,True,True,False,"['Elevator', 'Laundry - Shared', 'Zero-Step Entrance', 'Fridge']"
9,478006,42974,478006,Tower Hill East,2100 - 4225,Apartment,"879, 1283, 489",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/478006/thumber_8935685.v.2b3da3d74c47e2e5e3e62c50672f9686.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/478006/thumber_8935685.v.2b3da3d74c47e2e5e3e62c50672f9686.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/478006/slide_8935685.v.2b3da3d74c47e2e5e3e62c50672f9686.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/478006,43.683625673254,-79.411206062977,c0c9091362f2b5d353dea445ec058202,330 Spadina Road,False,Toronto,Ontario,330 Spadina Road,,,2892163217,,Phone||Text||Email,https://www.capreit.ca/apartments-for-rent/toronto-on/tower-hill-east/,1,Non-Smoking,Long Term,"underground, outdoor",active,,3,RSYNC,0,studio - 3,No,1,True,True,['Water'],"['Elevator', 'Laundry - Shared', 'Storage Lockers', 'Zero-Step Entrance']"
10,541295,1863869,541295,99 Tyndall Avenue,1750 - 2650,Apartment,"459, 924, 437, 614",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/541295/thumber_11415141.v.cadde4e2d086f387762709a39dfd644e.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/541295/thumber_11415141.v.cadde4e2d086f387762709a39dfd644e.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/541295/slide_11415141.v.cadde4e2d086f387762709a39dfd644e.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/541295,43.636635000000,-79.427651600000,a7f3c6445103a04ecd0384a0569a674a,99 Tyndall Avenue,False,Toronto,Ontario,99 Tyndall Avenue,,,6475605488,,Phone||Text||Email,https://rent.akelius.com/en/search/canada/apartment/toronto,1,,Long Term,covered,active,,3,RSYNC,0,studio - 2,No,1,True,True,False,"['Elevator', 'Laundry - Shared', 'Fridge', 'Oven/Stove']"
11,442410,1341901,442410,Davisville Village Apartments,1845 - 2100,Apartment,,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/442410/thumber_11395947.v.05f98c3e8b467bd409baa47f40963001.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/442410/thumber_11395947.v.05f98c3e8b467bd409baa47f40963001.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/442410/slide_11395947.v.05f98c3e8b467bd409baa47f40963001.jpg,/on/toronto/rentals/apartment/1-bedroom/442410,43.698790600000,-79.391083500000,f5e845af47e4cd64b9dec67937676a6a,141 Davisville Avenue,False,Toronto,Ontario,141 Davisville Avenue,,,2892165802,,Phone||Text||Email,https://www.rpmsi.ca/property/davisville-village-apartments-141-davisville/,1,,Long Term,,active,,3,RSYNC,0,studio - 1,No,1,False,False,False,
12,544685,1374374,544685,11 Cannon Road,2050 - 3300,Apartment,"400, 900",Immediate,"Immediate, February 15",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/544685/thumber_10292901.v.1c687a6a2f2aef5384ef0b80ea9819df.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/544685/thumber_10292901.v.1c687a6a2f2aef5384ef0b80ea9819df.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/544685/slide_10292901.v.1c687a6a2f2aef5384ef0b80ea9819df.jpg,/on/toronto/rentals/apartment/3-bedrooms/pet-friendly/544685,43.633907800000,-79.486344600000,1e95e5b6bb55d6fac01d2da5934b9692,11 Cannon Road,False,Toronto,Ontario,11 Cannon Road,,,6479565876,,Phone||Text||Email,http://www.themontereyottawa.com/,1,Non-Smoking,Long Term,outdoor,active,,3,RSYNC,0,studio - 3,No,1,True,True,"['Heat', 'Water']","['Air Conditioning', 'Fridge', 'Oven/Stove', 'Laundry - In Suite']"
13,579240,2084755,579240,Spacious Condo Style Suites in Mature Building,1900 - 2975,Apartment,"584, 724, 1214, 617, 997, 682",Immediate,"Immediate, February 01",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/579240/thumber_10366800.v.302db9d82ab04f9ee79e8291504fa4bc.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/579240/thumber_10366800.v.302db9d82ab04f9ee79e8291504fa4bc.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/579240/slide_10366800.v.302db9d82ab04f9ee79e8291504fa4bc.jpg,/on/toronto/rentals/apartment/1-bedroom/non-smoking/579240,43.647118500000,-79.526093600000,b5868ddc24c60eda89fbf1fadae85602,50 Cordova Avenue,False,Toronto,Ontario,50 Cordova Avenue,,,2892173617,,Phone||Text||Email,https://www.wilstarmanagement.ca/hamilton-apartments/50-cordova-avenue,1,Non-Smoking,Long Term,underground,active,,3,RSYNC,0,1 - 3,No,1 - 2,False,False,"['Heat', 'Water']","['Elevator', 'Laundry - Shared', 'Air Conditioning', 'Fridge']"
14,556530,1519125,556530,161 Wilson Avenue,2279 - 2749,Apartment,"629, 841",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/556530/thumber_10513593.v.dfaa3e04de9c333d79dffbcb6cbd5119.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/556530/thumber_10513593.v.dfaa3e04de9c333d79dffbcb6cbd5119.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/556530/slide_10513593.v.dfaa3e04de9c333d79dffbcb6cbd5119.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/556530,43.739884600000,-79.420323200000,e40f07994248e67d2a921bd7464a4997,161 Wilson Avenue,False,Toronto,Ontario,161 Wilson Avenue,,,2892168895,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/640479b095bb7f002d145310?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,1 - 2,No,1,True,True,"['Heat', 'Water']","['Elevator', 'Storage Lockers', 'Fridge']"
15,477877,42974,477877,Dixon Apartments,2430 - 2780,Apartment,"1055, 815",Immediate,"Immediate, February 01",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/477877/thumber_8937117.v.fec011b4162c7263d1ff2dd02a07ee10.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/477877/thumber_8937117.v.fec011b4162c7263d1ff2dd02a07ee10.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/477877/slide_8937117.v.fec011b4162c7263d1ff2dd02a07ee10.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/477877,43.697468000000,-79.544973000000,11b5f572ad1833bfd1c53528fe804465,236 Dixon Road,False,Toronto,Ontario,236 Dixon Road,,,6476974081,,Phone||Text||Email,https://www.capreit.ca/apartments-for-rent/etobicoke-on/dixon-apartments/,1,Non-Smoking,Long Term,"underground, outdoor",active,,3,RSYNC,0,1 - 2,No,1,True,True,"['Heat', 'Water']","['Elevator', 'Laundry - Shared', 'Zero-Step Entrance', 'Fridge']"
16,563752,1863869,563752,77 Spencer Avenue,2000 - 2650,Apartment,"500, 540, 658, 862",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/563752/thumber_11465055.v.6262891a0f2f510bd36f8e829dedea22.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/563752/thumber_11465055.v.6262891a0f2f510bd36f8e829dedea22.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/563752/slide_11465055.v.6262891a0f2f510bd36f8e829dedea22.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/563752,43.637146700000,-79.429914300000,687724b5d90484825156248991eaee28,77 Spencer Avenue,False,Toronto,Ontario,77 Spencer Avenue,,,3656560776,,Phone||Text||Email,https://rent.akelius.com/en/search/canada/apartment/toronto,1,,Long Term,covered,active,,3,RSYNC,0,1 - 2,No,1,True,True,False,"['Elevator', 'Laundry - Shared', 'Fridge', 'Oven/Stove']"
17,487656,1502269,487656,1600 Bathurst ,2100 - 2200,Apartment,,Immediate,"Immediate, February 01",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/487656/thumber_7906753.v.3d8c338849995456246041a51a966374.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/487656/thumber_7906753.v.3d8c338849995456246041a51a966374.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/487656/slide_7906753.v.3d8c338849995456246041a51a966374.jpg,/on/toronto/rentals/apartment/1-bedroom/non-smoking/487656,43.677393700000,-79.416061300000,eba20244125c55c675ad264913a96870,1600 Bathurst,False,Toronto,Ontario,1600 Bathurst,,,3656355088,,Phone||Text||Email,http://aml.properties//residential/1600-bathurst,1,Non-Smoking,Long Term,covered,active,,3,RSYNC,0,1 - 1,No,1,False,False,"['Heat', 'Water', 'Electricity']",
18,398453,179035,398453,The Residence at Weston,2230,Apartment,657,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/398453/thumber_11359109.v.62138d83c1b2cfac55d0a835d899e5c2.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/398453/thumber_11359109.v.62138d83c1b2cfac55d0a835d899e5c2.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/398453/slide_11359109.v.62138d83c1b2cfac55d0a835d899e5c2.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/398453,43.702307500000,-79.518985500000,97368a60c65b363242c3c4029c5c4ffc,33 King Street,False,Toronto,Ontario,33 King Street,,,3656574909,,Phone||Text||Email,http://www.rentweston.ca,1,Non-Smoking,Long Term,"covered, underground",active,,3,RSYNC,0,1,No,1,True,True,False,"['Elevator', 'Laundry - Shared', 'Storage Lockers', 'Zero-Step Entrance']"
19,533581,1863869,533581,160 Huron Street,1850 - 2100,Apartment,"428, 361, 385",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/533581/thumber_10339937.v.4b7b437f3e10f8c325dddf5f1a041f5e.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/533581/thumber_10339937.v.4b7b437f3e10f8c325dddf5f1a041f5e.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/533581/slide_10339937.v.4b7b437f3e10f8c325dddf5f1a041f5e.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/533581,43.657090400000,-79.397963000000,327c667bf949c0d1d8cc1fceb0c13360,160 Huron Street,False,Toronto,Ontario,160 Huron Street,,,6475593412,,Phone||Text||Email,https://rent.akelius.com/en/search/canada/apartment/toronto,1,,Long Term,outdoor,active,,3,RSYNC,0,studio - 1,No,1,True,True,False,"['Laundry - Shared', 'Fridge', 'Oven/Stove', 'Dishwasher']"
20,557094,1519125,557094,99 Marlee,1849 - 2799,Apartment,"589, 351, 742",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557094/thumber_11356093.v.73d09d29e37964fe5beba195e0583b24.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557094/thumber_11356093.v.73d09d29e37964fe5beba195e0583b24.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/557094/slide_11356093.v.73d09d29e37964fe5beba195e0583b24.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/557094,43.701037200000,-79.440281200000,bb270240a4aa741c3afb004e7f8b3b3d,99 Marlee,False,Toronto,Ontario,99 Marlee,,,3653606612,,Phone||Text||Email,https://hazelview.rhenti.com/#/property/64047b8395bb7f002d1494ab?channel=hazelview,1,Non-Smoking,Long Term,,active,,3,RSYNC,0,studio - 2,No,1,True,True,"['Heat', 'Water']","['Elevator', 'Fridge', 'Microwave', 'Dishwasher']"
21,477968,42974,477968,Mimico Estates,1790 - 2595,Apartment,"606, 820, 1071",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/477968/thumber_8935588.v.e81bd7e67f7026190a86c7dad6f9dcb0.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/477968/thumber_8935588.v.e81bd7e67f7026190a86c7dad6f9dcb0.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/477968/slide_8935588.v.e81bd7e67f7026190a86c7dad6f9dcb0.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/477968,43.610295000000,-79.490134000000,9d9eb7a3a4649cdefe678f6879946d8d,2527 Lake Shore Blvd West,False,Toronto,Ontario,2527 Lake Shore Blvd West,,,3656558911,,Phone||Text||Email,https://www.capreit.ca/apartments-for-rent/toronto-on/mimico-estates/,1,Non-Smoking,Long Term,"underground, outdoor",active,,3,RSYNC,0,studio - 2,No,1,True,True,"['Heat', 'Water']","['Elevator', 'Laundry - Shared', 'Fridge', 'Oven/Stove']"
