,ref_id,userId,id,title,price,type,sq_feet,availability,avdate,location,thumb,thumb2,slide,link,latitude,longitude,marker,address,address_hidden,city,province,intro,community,quadrant,phone,phone_2,preferred_contact,website,email,smoking,lease_term,garage_size,status,book_tour,v,s,f,bedrooms,den,baths,cats,dogs,utilities_included,features
12,465088,1337212,465088,87 Jameson Renovated Apartments For Rent in Toronto,1800 - 2050,Apartment,"407, 575",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/465088/thumber_11397627.v.ba2e9185d34acacddf355cbdc4535d11.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/465088/thumber_11397627.v.ba2e9185d34acacddf355cbdc4535d11.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/465088/slide_11397627.v.ba2e9185d34acacddf355cbdc4535d11.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/465088,43.634890300000,-79.434654100000,ac3a152c8949916b78997a86d48edf30,87 Jameson Avenue,False,Toronto,Ontario,87 Jameson Avenue,,,2898018079,,Phone||Text||Email,https://www.dmsproperty.com/apartments-for-rent/jameson-avenue-apartments,1,Non-Smoking,Long Term,"underground, outdoor",active,,3,RSYNC,1,studio - 1,No,1,True,True,"['Heat', 'Water']","['Fridge', 'Oven/Stove', 'Dishwasher', 'Microwave']"
13,523930,1784801,523930,1336 Kingston Road,1545 - 2145,Apartment,568,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/523930/thumber_10473934.v.4c155095e1cb965f5a04bd6c45eddfd5.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/523930/thumber_10473934.v.4c155095e1cb965f5a04bd6c45eddfd5.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/523930/slide_10473934.v.4c155095e1cb965f5a04bd6c45eddfd5.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/523930,43.685210200000,-79.275029000000,f214c2353ede1c059952e7487f42640d,1336 Kingston Road,False,Toronto,Ontario,1336 Kingston Road,,,2892070874,,Phone||Text||Email,,1,,Long Term,outdoor,active,,3,RSYNC,1,1 - 2,No,1,True,True,"['Heat', 'Water', 'Electricity']","['Laundry - Shared', 'Fridge', 'Oven/Stove']"
14,415752,1245258,415752,Central Etobicoke apartment rentals steps to Islington Village and Subway Station,1975 - 3055,Apartment,"372, 597, 795",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/415752/thumber_7183391.v.599ebf547c93789f32e8a1d7a12a7347.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/415752/thumber_7183391.v.599ebf547c93789f32e8a1d7a12a7347.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/415752/slide_7183391.v.599ebf547c93789f32e8a1d7a12a7347.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/415752,43.643192200000,-79.532198500000,ab998aef9357c056638e725c8ae6c44b,3 Summerland Terrace,False,Toronto,Ontario,3 Summerland Terrace,,,6479319424,,Phone||Text||Email,https://rent.concertproperties.com/etobicoke/vgw-palomar,1,Non-Smoking,Long Term,covered,active,,3,RSYNC,1,studio - 2,No,1 - 2,True,True,['Heat'],"['Elevator', 'Zero-Step Entrance']"
15,560222,92212,560222,EXTRAORDINARY RENTAL LIVING,2295 - 6395,Apartment,"1290, 1263, 1543, 1169, 677, 478, 774, 543, 665",Immediate,"Immediate, December 01, January 01",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/560222/thumber_10736037.v.623f49ca6bcb267425d4b2d2722ad326.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/560222/thumber_10736037.v.623f49ca6bcb267425d4b2d2722ad326.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/560222/slide_10736037.v.623f49ca6bcb267425d4b2d2722ad326.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/560222,43.639161400000,-79.410345700000,1bd7e7bf2e99fd41bbc5af700785f634,25 Ordnance Street,False,Toronto,Ontario,25 Ordnance Street,,,3653606170,,Phone||Text||Email,https://www.rentnovus.com/?utm_source=RentSync&utm_medium=Rentals.ca%20Infinity%20Network&utm_campaign=Novus,1,Non-Smoking,Long Term,underground,active,,3,RSYNC,1,1 - 3,"No, Yes",1 - 3.5,True,True,False,"['Elevator', 'Storage Lockers', 'Zero-Step Entrance', 'Fridge']"
16,337270,392496,337270,Cloisters of the Don,2370 - 3600,Apartment,"800, 1250, 975",Immediate,"Immediate, December 07, January 07",Beltline,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/337270/thumber_8988329.v.9fdaf59b61ad946e498853c925009e7f.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/337270/thumber_8988329.v.9fdaf59b61ad946e498853c925009e7f.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/337270/slide_8988329.v.9fdaf59b61ad946e498853c925009e7f.jpg,/on/toronto/rentals/apartment/1-bedroom/beltline/pet-friendly/337270,43.741706000000,-79.328380000000,3702f372d5568118584c10c327886382,10 Roanoke Road,False,Toronto,Ontario,10 Roanoke Road,Beltline,,2264068596,,Phone||Text||Email,https://www.quadrealres.com/apartments/on/toronto/cloisters-of-the-don-0/?utm_source=infinitybundle,1,Non-Smoking,Long Term,"outdoor, covered",active,,3,RSYNC,1,1 - 3,No,1 - 1.5,True,True,['Water'],['Laundry - Shared']
17,433942,32413,433942,400 Walmer Road,3171 - 3620,Apartment,,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/433942/thumber_9711157.v.815786ac27fbcbcb431c028b52947886.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/433942/thumber_9711157.v.815786ac27fbcbcb431c028b52947886.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/433942/slide_9711157.v.815786ac27fbcbcb431c028b52947886.jpg,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/433942,43.684952000000,-79.413374000000,03f3cd66b8d1416e5c9fbf8b790dd29a,400 Walmer Road,False,Toronto,Ontario,400 Walmer Road,,,3656543371,,Phone||Text||Email,http://www.gwlraresidential.com/apartments/on/toronto/400-walmer-road/index.aspx,1,Non-Smoking,Long Term,underground,active,,3,RSYNC,1,2 - 3,No,1 - 2,True,True,False,"['Fridge', 'Oven/Stove', 'Hardwood Floors']"
18,424086,179035,424086,The Brixton,2621 - 4331,Apartment,"597, 544, 485, 525, 512, 599, 561, 708, 710, 719, 550, 900, 526, 933, 974, 556, 532",Immediate,"Immediate, January 07, December 21, December 07, November 22",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/424086/thumber_7738513.v.a65e0e24df7dbf49d60303a81492e7ca.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/424086/thumber_7738513.v.a65e0e24df7dbf49d60303a81492e7ca.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/424086/slide_7738513.v.a65e0e24df7dbf49d60303a81492e7ca.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/424086,43.643156700000,-79.428961400000,f35e532e67021ded68cec9627f4f27fc,410 Dufferin Street,False,Toronto,Ontario,410 Dufferin Street,,,3656546661,,Phone||Text||Email,http://www.rentbrixton.ca,1,Non-Smoking,Long Term,underground,active,,3,RSYNC,1,1 - 3,No,1 - 2,True,True,False,"['Storage Lockers', 'Luxury Vinyl Plank Flooring']"
19,586921,1252952,586921,"Apartments for rent in Forest Hill, Toronto
",2091 - 3015,Apartment,"620, 476, 509, 841",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/586921/thumber_11202599.v.6a8bcd401d2f80b6637712bc6fe574e8.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/586921/thumber_11202599.v.6a8bcd401d2f80b6637712bc6fe574e8.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/586921/slide_11202599.v.6a8bcd401d2f80b6637712bc6fe574e8.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/586921,43.686654200000,-79.421290700000,88822b946d814c58e980b5ee830e2299,120 Raglan Ave,False,Toronto,Ontario,120 Raglan Ave,,,8665257194,,Phone||Text||Email,https://www.equitonliving.com//residential/120-raglan-avenue?utm_source=RentSync&utm_medium=Rentals.ca%20Infinity%20Network&utm_campaign=Cedarwood%20Suites,1,,Long Term,"underground, outdoor",active,,3,RSYNC,1,1 - 2,No,1,True,True,['Heat'],"['Elevator', 'Laundry - Shared', 'Fridge', 'Oven/Stove']"
20,565584,495240,565584,3311 Bathurst Street,2113 - 3098,Apartment,"673, 658, 966, 740",Immediate,"Immediate, December 29, January 01",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/565584/thumber_11214820.v.93be40340e4e44a77e7ec9801f731cfe.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/565584/thumber_11214820.v.93be40340e4e44a77e7ec9801f731cfe.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/565584/slide_11214820.v.93be40340e4e44a77e7ec9801f731cfe.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/565584,43.724705500000,-79.430492100000,742c54f8f3508b68c5337e1b7d76bebf,3311 Bathurst Street,False,Toronto,Ontario,3311 Bathurst Street,,,3656546065,,Phone||Text||Email,,1,,Long Term,,active,,3,RSYNC,1,1 - 2,No,1 - 2,True,True,['Heat'],"['Laundry - Shared', 'Microwave', 'Balcony', 'Dishwasher']"
21,433695,1156676,433695,Fully Renovated and Spacious Suites,2199 - 2199,Apartment,"713, 761",Immediate,"Immediate, November 30",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/433695/thumber_9150135.v.02cfeab1817799cfd87902fefe619e3a.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/433695/thumber_9150135.v.02cfeab1817799cfd87902fefe619e3a.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/433695/slide_9150135.v.02cfeab1817799cfd87902fefe619e3a.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/433695,43.744527100000,-79.594225200000,3896e6f7adde78fca563697b5b67b11c,41 Garfella Drive,False,Toronto,Ontario,41 Garfella Drive,,,6475597646,,Phone||Text||Email,https://www.cogir.net/en/residential-building-etobicoke/396-41_garfella-drive.html,1,Non-Smoking,Long Term,outdoor,active,,3,RSYNC,1,1 - 1,No,1,True,True,['Heat'],"['Elevator', 'Laundry - Shared', 'Storage Lockers', 'Zero-Step Entrance']"
22,579246,92212,579246,Vibrant. Connected. Urban. Rentals.,2095 - 4200,Apartment,"764, 513, 1282, 454, 698, 786",Immediate,"Immediate, December 01",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/579246/thumber_11340071.v.4c8cc0ca3f9ad1501a6c72c1fa9a270e.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/579246/thumber_11340071.v.4c8cc0ca3f9ad1501a6c72c1fa9a270e.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/579246/slide_11340071.v.4c8cc0ca3f9ad1501a6c72c1fa9a270e.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/579246,43.665602100000,-79.449740500000,b46febe8c447c5c2071c5959f336b2bc,299 Campbell Avenue,False,Toronto,Ontario,299 Campbell Avenue,,,3653609108,,Phone||Text||Email,https://www.rentthecampbell.com/?utm_source=RentSync&utm_medium=Rentals.ca%20Infinity%20Network&utm_campaign=The%20Campbell,1,,Long Term,underground,active,,3,RSYNC,1,studio - 3,No,1 - 2,True,True,['Heat'],"['Elevator', 'Storage Lockers', 'Zero-Step Entrance', 'Fridge']"
23,499704,1572169,499704,"LUXURIOUSLY RENOVATED BACHELORS, 1 AND 2 BEDROOM SUITES IN MIDTOWN TORONTO",1950 - 3300,Apartment,"380, 680, 630, 880",Immediate,"Immediate, December 14, January 04",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/499704/thumber_8206736.v.29968f00064c56c0248541d3ffe8736f.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/499704/thumber_8206736.v.29968f00064c56c0248541d3ffe8736f.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/499704/slide_8206736.v.29968f00064c56c0248541d3ffe8736f.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/499704,43.706545788846,-79.391240991927,10bc1d4b8a198b9f51aed19b2ed37c75,18 Brownlow Avenue,False,Toronto,Ontario,18 Brownlow Avenue,,,3656546527,,Phone||Text||Email,http://www.18brownlow.com,1,Non-Smoking,Long Term,underground,active,,3,RSYNC,1,studio - 2,No,1 - 2,True,True,"['Heat', 'Water']","['Elevator', 'Laundry - Shared', 'Storage Lockers', 'Fridge']"
24,415753,1245258,415753,"Downtown Toronto apartments for rent in a lively, walkable location near Subway Station",2060 - 3500,Apartment,"365, 565, 645, 835, 1000",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/415753/thumber_7183397.v.1085d88d44605750ecafd4ae89cd6579.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/415753/thumber_7183397.v.1085d88d44605750ecafd4ae89cd6579.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/415753/slide_7183397.v.1085d88d44605750ecafd4ae89cd6579.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/415753,43.654393800000,-79.375901800000,a4e1451de785bfba3fe4e8d65f3909b4,167 Church Street,False,Toronto,Ontario,167 Church Street,,,6479557303,,Phone||Text||Email,https://rent.concertproperties.com/toronto/jazz,1,Non-Smoking,Long Term,"underground, covered",active,,3,RSYNC,1,studio - 2,No,1 - 2,True,True,"['Heat', 'Water']","['Elevator', 'Storage Lockers', 'Zero-Step Entrance', 'Fridge']"
25,415749,1245258,415749,Downtown Toronto apartments for rent with high walkability near Yonge-Dundas Square,2050 - 3700,Apartment,"495, 565, 640, 841, 969",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/415749/thumber_5933606.v.4270a5f4571a6838da2a2446eb9149a8.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/415749/thumber_5933606.v.4270a5f4571a6838da2a2446eb9149a8.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/415749/slide_5933606.v.4270a5f4571a6838da2a2446eb9149a8.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/415749,43.655290800000,-79.383971300000,a8f3e24e62fa2065517d4ab1c88ef7c8,570 Bay Street,False,Toronto,Ontario,570 Bay Street,,,6475762734,,Phone||Text||Email,https://rent.concertproperties.com/toronto/motion,1,Non-Smoking,Long Term,"underground, covered",active,,3,RSYNC,1,studio - 2,No,1 - 2,True,True,['Heat'],"['Elevator', 'Storage Lockers', 'Zero-Step Entrance', 'Fridge']"
26,565587,495240,565587,320-342 Avenue Road,1920 - 2323,Apartment,"384, 581, 591, 578, 657, 586, 594, 587",Immediate,"Immediate, January 01, November 29",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/565587/thumber_11211103.v.d94ad9a0873566238bf77d025c32778d.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/565587/thumber_11211103.v.d94ad9a0873566238bf77d025c32778d.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/565587/slide_11211103.v.d94ad9a0873566238bf77d025c32778d.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/565587,43.680261400000,-79.399229100000,88438411a7c2ee56c7d4817052cd8281,320-342 Avenue Road,False,Toronto,Ontario,320-342 Avenue Road,,,2893017802,,Phone||Text||Email,https://www.320avenueroad.com/,1,,Long Term,"outdoor, covered",active,,3,RSYNC,1,studio - 1,No,1,True,True,['Heat'],"['Dishwasher', 'Hardwood Floors', 'Microwave']"
27,592208,495240,592208,2701 EGLINTON AVE W,1749 - 2041,Apartment,"378, 407, 429, 274, 308",Immediate,"Immediate, December 28",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/592208/thumber_11382473.v.0b42f5ee00fdc2c9b6edb41d7f660cab.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/592208/thumber_11382473.v.0b42f5ee00fdc2c9b6edb41d7f660cab.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/592208/slide_11382473.v.0b42f5ee00fdc2c9b6edb41d7f660cab.jpg,/on/toronto/rentals/apartment/studio/pet-friendly/592208,43.689286600000,-79.477463400000,b2d930782a6c8b322f43970682611c40,2701 EGLINTON AVE W,False,Toronto,Ontario,2701 EGLINTON AVE W,,,4372413033,,Phone||Text||Email,,1,,Long Term,,active,,3,RSYNC,1,studio,No,1,True,True,['Heat'],
28,523927,1784801,523927,383 Sherbourne Street,1745 - 1745,Apartment,"520, 513",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/523927/thumber_10600622.v.d8e492193d5b71de31a98b4bb3d7c55a.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/523927/thumber_10600622.v.d8e492193d5b71de31a98b4bb3d7c55a.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/523927/slide_10600622.v.d8e492193d5b71de31a98b4bb3d7c55a.jpg,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/523927,43.663923900000,-79.372976400000,535ce3a0fefbd72d452a397556a0137b,383 Sherbourne Street,False,Toronto,Ontario,383 Sherbourne Street,,,3658031030,,Phone||Text||Email,,1,,Long Term,outdoor,active,,3,RSYNC,1,2 - 2,No,1,True,True,"['Heat', 'Water', 'Electricity']","['Fridge', 'Oven/Stove', 'Dishwasher', 'Microwave']"
29,522919,1245258,522919,Central Etobicoke apartment rentals steps to Kipling Station,1995 - 2375,Apartment,"370, 540",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/522919/thumber_11150816.v.dc8d475aa5a2de186cae5f82bc88f6de.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/522919/thumber_11150816.v.dc8d475aa5a2de186cae5f82bc88f6de.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/522919/slide_11150816.v.dc8d475aa5a2de186cae5f82bc88f6de.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/522919,43.634970000000,-79.540240000000,a35378ad07941c982acaa4e7a7aeb27c,20 Samuel Wood Way,False,Toronto,Ontario,20 Samuel Wood Way,,,2895364039,,Phone||Text||Email,,1,Non-Smoking,Long Term,underground,active,,3,RSYNC,1,studio - 1,No,1,True,True,False,"['Elevator', 'Storage Lockers', 'Zero-Step Entrance', 'Window Coverings']"
30,488335,1507540,488335,"The Kingsway, a special place to call home.",2875 - 3125,Apartment,"925, 1145",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/488335/thumber_7923960.v.6640e7e089044c8a0a25be920220a800.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/488335/thumber_7923960.v.6640e7e089044c8a0a25be920220a800.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/488335/slide_7923960.v.6640e7e089044c8a0a25be920220a800.jpg,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/488335,43.663169800000,-79.519637800000,0bc9730762476d3922db7353dd162c8d,289 The Kingsway,False,Toronto,Ontario,289 The Kingsway,,,2897245523,,Phone||Text||Email,http://www.thekingsview.com,1,Non-Smoking,Long Term,outdoor,active,,3,RSYNC,1,2 - 2,No,1,True,True,"['Water', 'Electricity']","['Elevator', 'Laundry - Shared', 'Storage Lockers', 'Zero-Step Entrance']"
31,415751,1245258,415751,Central Etobicoke apartment rentals steps to Islington Village and Subway Station,1960 - 2975,Apartment,"411, 634, 872",Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/415751/thumber_7183369.v.de164d993b2ef270015e0f2b80e39806.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/415751/thumber_7183369.v.de164d993b2ef270015e0f2b80e39806.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/415751/slide_7183369.v.de164d993b2ef270015e0f2b80e39806.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/415751,43.643538800000,-79.531935000000,dc65d448348588f6e3b7c2dd49750c80,7 Summerland Terrace,False,Toronto,Ontario,7 Summerland Terrace,,,6479578870,,Phone||Text||Email,https://rent.concertproperties.com/etobicoke/vgw-sierra,1,Non-Smoking,Long Term,street parking,active,,3,RSYNC,1,studio - 2,"No, Yes",1 - 2,True,True,['Heat'],"['Elevator', 'Zero-Step Entrance']"
32,433932,32413,433932,College Park,2200 - 3250,Apartment,,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/433932/thumber_11273502.v.ddb0014f33aaa3284a68408566cf0876.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/433932/thumber_11273502.v.ddb0014f33aaa3284a68408566cf0876.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/433932/slide_11273502.v.ddb0014f33aaa3284a68408566cf0876.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/433932,43.660269000000,-79.382800000000,290fec73cbddfaa47cf6eb503cbd9efe,424 Yonge Street,False,Toronto,Ontario,424 Yonge Street,,,3656542868,,Phone||Text||Email,http://www.gwlraresidential.com/apartments/on/toronto/college-park-1/index.aspx,1,Non-Smoking,Long Term,street parking,active,,3,RSYNC,1,studio - 2,No,1 - 2,True,True,False,
33,525071,1784801,525071,5-7 Thorburn Avenue,1325 - 1875,Apartment,,Immediate,Immediate,Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/525071/thumber_10285378.v.cdbdcdc9fa5eb8f580968ea59417962a.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/525071/thumber_10285378.v.cdbdcdc9fa5eb8f580968ea59417962a.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/525071/slide_10285378.v.cdbdcdc9fa5eb8f580968ea59417962a.jpg,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/525071,43.635320800000,-79.426355500000,a96093949aea419297e3d3a9a7b535ce,5 Thorburn Avenue,False,Toronto,Ontario,5 Thorburn Avenue,,,6473523772,,Phone||Text||Email,,1,Non-Smoking,Long Term,,active,,3,RSYNC,1,studio - 1,"Yes, No",1,True,True,False,"['Laundry - Shared', 'Fridge', 'Oven/Stove']"
34,546072,1927155,546072,The Britt ,2150 - 4195,Apartment,"414, 901",Immediate,"Immediate, November 30",Toronto,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/546072/thumber_9360650.v.33a66f0034376d2034b9da6dbae6b0a8.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/546072/thumber_9360650.v.33a66f0034376d2034b9da6dbae6b0a8.jpg,https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/546072/slide_9360650.v.33a66f0034376d2034b9da6dbae6b0a8.jpg,/on/toronto/rentals/apartment/2-bedrooms/546072,43.664937400000,-79.386766800000,87fbf18ab86a3b92908c74753082187e,31 Phipps Street,False,Toronto,Ontario,31 Phipps Street,,,2895364399,,Phone||Text||Email,,1,,Long Term,,active,,3,RSYNC,1,studio - 2,No,1,False,False,['Heat'],['Air Conditioning']
